label	message	preprocessed_message
1	Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50	well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx £
0	I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?	actually first time went bed long spoke woke night
0	HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX	hi babe u r likely bed im sorry tonight really wan na see u tomorrow call love xxx
0	I'm in a movie... Collect car oredi...	im movie collect car oredi
0	Apps class varaya elaya.	apps class varaya elaya
1	Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net	heard u call night knickers make beg like u last time xx luv nikiyunet
0	SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...	shit babe thasa bit messed upyeh shudvetold u urgran knowneway illspeak umoro wen im asleep
0	It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)	é ardé rest ard leastwhich é price é bedrm
1	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL	ur cashbalance currently pound maximize ur cashin send cash pmsg cc hgsuitelands rowwjhl
0	Oops I did have it,  &lt;#&gt; ?	oops ltgt
1	For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk	sparkling shopping break per person call visit wwwshortbreaksorguk
0	I cant pick the phone right now. Pls send a message	cant pick phone right pls send message
0	Which is weird because I know I had it at one point	weird know one point
0	Huh i cant thk of more oredi how many pages do we have?	huh cant thk oredi many page
0	 &lt;#&gt;  in mca. But not conform.	ltgt mca conform
1	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597	u secret admirer looking make contact ufind rreveal think ur specialcall
0	if you aren't here in the next  &lt;#&gt;  hours imma flip my shit	arent next ltgt hour imma flip shit
0	Yo, you around? Just got my car back	yo around got car back
0	Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... 	oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
1	Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p	gr poly tone mob direct u rply poly title eg poly breathe title crazyin sleepingwith finest ymca getzedcouk poboxowwq p
0	Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke	dont go tell friend youre sure want live smoke much spend hour begging come smoke
0	Ya had just now.onion roast.	ya nowonion roast
0	An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)	excellent thought misundrstud frnd knw u hate bt day wen ull knw truth ull hate urself gn
1	Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.	free st week entry textpod chance win gb ipod £ cash every wk txt vpod tscs wwwtextpodnet custcare
0	Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy	good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy
0	Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.	got ur mail dileepthank muchand look forward lot supportvery less contact hereremember one venugopal mentionedtomorrow latei shall try come till theregoodnight dear
0	Whatsup there. Dont u want to sleep	whatsup dont u want sleep
0	The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free	guy bitching acted like id interested buying something else next week gave u free
0	We r outside already.	r outside already
0	Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.	hey gorgeous man work mobile number good one babe squishy mwahs
1	Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs	dear xxxxxxx uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
0	Staff of placement training in Amrita college.	staff placement training amrita college
0	Y so late but i need to go n get da laptop...	late need go n get da laptop
0	They just talking thats it de. They wont any other.	talking thats de wont
0	it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 	still working time also tried adding zero saving checking ltgt
0	Thts wat Wright Brother did to fly..	thts wat wright brother fly
0	Sorry da thangam, very very sorry i am held up with prasad.	sorry da thangam sorry held prasad
0	Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. 	hey chief give bell get need talk royal visit st june
0	Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.	dear friend sorry late information today birthday loving arpraveesh detail log face book see number ltgt dont miss delicious treat
0	Quite late lar... Ard 12 anyway i wun b drivin...	quite late lar ard anyway wun b drivin
1	Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X	fancy shag dointerested sextextukcom txt xxuk suzy txts cost per msg tncs website x
0	i see. When we finish we have loads of loans to pay	see finish load loan pay
0	ELLO BABE U OK?	ello babe u ok
0	But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.	im diet ate many slice pizza yesterday ugh im always diet
0	Yes. that will be fine. Love you. Be safe.	yes fine love safe
0	I am not sure about night menu. . . I know only about noon menu	sure night menu know noon menu
0	FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT	fran decided go n e way im completely broke knackered got bout c u mrw love janx p dad fone credit
0	"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """	… r stayin extra week back next wed rugby weekend hi c u soon
1	it to 80488. Your 500 free text messages are valid until 31 December 2005.	free text message valid december
0	2marrow only. Wed at  &lt;#&gt;  to 2 aha.	marrow wed ltgt aha
0	At the funeral home with Audrey and dad	funeral home audrey dad
0	"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"	storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person bt girlfrnd g n g h
0	I will spoil you in bed as well :)	spoil bed well
0	Its ok chikku, and its my 1 of favourite song..:-)	ok chikku favourite song
0	Yep. I do like the pink furniture tho.	yep like pink furniture tho
0	I need to come home and give you some good lovin...	need come home give good lovin
0	Hui xin is in da lib.	hui xin da lib
0	How many licks does it take to get to the center of a tootsie pop?	many lick take get center tootsie pop
1	08714712388 between 10am-7pm Cost 10p	ampm cost p
0	I sent them. Do you like?	sent like
0	I cant pick the phone right now. Pls send a message	cant pick phone right pls send message
1	8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 	p alfie moon child need song ur mob tell ur m txt tone charity nokias poly charity polys zed profit charity
0	Hmm ok, i'll stay for like an hour cos my eye is really sore!	hmm ok ill stay like hour co eye really sore
0	K k:) sms chat with me.	k k sm chat
0	Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?	sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath
0	Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM	let ur heart ur compass ur mind ur map ur soul ur guide u never loose worldgnun sent via waysmscom
1	Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service	reply win £ weekly fifa world cup held send stop end service
0	Hey i've booked the pilates and yoga lesson already... Haha	hey ive booked pilate yoga lesson already haha
0	Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.	oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz
0	Cab is available.they pick up and drop at door steps.	cab availablethey pick drop door step
0	U dun say so early hor... U c already then say...	u dun say early hor u c already say
0	You getting back any time soon?	getting back time soon
1	Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804	summer finally fancy chat flirt sexy single yr area get matched reply summer free join optout txt stop help
